,name,team,completed_passes,attempted_passes,passing_yards,passing_touchdowns,interceptions_thrown,times_sacked,yards_lost_from_sacks,longest_pass,quarterback_rating,rush_attempts,rush_yards,rush_touchdowns,longest_rush,times_pass_target,receptions,receiving_yards,receiving_touchdowns,longest_reception,fumbles,fumbles_lost,interceptions,yards_returned_from_interception,interceptions_returned_for_touchdown,longest_interception_return,passes_defended,sacks,combined_tackles,solo_tackles,assists_on_tackles,tackles_for_loss,quarterback_hits,fumbles_recovered,yards_recovered_from_fumble,fumbles_recovered_for_touchdown,fumbles_forced,kickoff_returns,kickoff_return_yards,average_kickoff_return_yards,kickoff_return_touchdown,longest_kickoff_return,punt_returns,punt_return_yards,yards_per_punt_return,punt_return_touchdown,longest_punt_return,extra_points_made,extra_points_attempted,field_goals_made,field_goals_attempted,punts,total_punt_yards,yards_per_punt,longest_punt,season
WistGr20,Grant Wistrom,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,4,3,1,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
LittLe00,Leonard Little,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,2,2,0,1,,0,0,0,1,,,,,,,,,,,,,,,,,,,2001.0
PollTo21,Tommy Polley,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,11,7,4,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
WillAe00,Aeneas Williams,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,8,7,1,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
McClDe21,Dexter McCleon,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,5,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
ArchAd20,Adam Archuleta,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,4,4,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
HerrKi20,Kim Herring,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,3,3,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
ZgonJe20,Jeff Zgonina,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,3,3,0,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
BlyxDr00,Dre' Bly,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,0,,0,0,0,0,0,0,,0,0,3,6,2.0,0,7,,,,,,,,,2001.0
FletLo20,London Fletcher,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
YounBr20,Brian Young,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
AhanCh20,Chidi Ahanotu,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,1,1,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
DaviDo22,Don Davis,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,2001.0
wilkijef01,Jeff Wilkins,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,,0,0,0,0,,,,,,,,,,,2,2,1,2,0,0,,0,2001.0
CaniTr00,Trung Canidate,ram,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,3,3,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,2001.0
MoraSe20,Sean Moran,ram,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2,1,1,0,,0,,,0,,,,,,,,,,,,,,,,,,,2001.0
BrigO.20,O.J. Brigance,ram,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,1,1,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,2001.0
FielMa99,Mark Fields,ram,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,1,1,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,2001.0
PickRy20,Ryan Pickett,ram,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,1,0,1,0,,0,,,0,,,,,,,,,,,,,,,,,,,2001.0
SoreNi20,Nick Sorensen,ram,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0,0,,1,,,0,,,,,,,,,,,,,,,,,,,2001.0
BakeJo21,John Baker,ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,159,39.8,49,2001.0
